2022-01-30 21:13:07,924 INFO    MainThread:198717 [wandb_init.py:_resume_backend():293] resuming backend
2022-01-30 21:13:07,930 INFO    MainThread:198717 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-30 21:13:07,930 INFO    MainThread:198717 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-01-30 21:13:10,629 INFO    MainThread:198717 [wandb_init.py:_resume_backend():293] resuming backend
2022-01-30 21:13:10,641 INFO    MainThread:198717 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-30 21:13:10,641 INFO    MainThread:198717 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-01-30 21:13:10,978 INFO    MainThread:198717 [wandb_init.py:_resume_backend():293] resuming backend
2022-01-30 21:13:10,984 INFO    MainThread:198717 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-30 21:13:10,984 INFO    MainThread:198717 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-01-30 21:13:11,662 INFO    MainThread:198717 [wandb_init.py:_resume_backend():293] resuming backend
